timestamp,rainfall_mm,soil_moisture,river_discharge_m3s,groundwater_index,impervious_fraction
2021-07-10 12:00:00,8.465,0.99,466.96,0.8778,0.15
2021-07-10 13:00:00,10.972,0.99,432.9,0.9005,0.15
2021-07-10 14:00:00,16.969,0.99,445.26,0.9043,0.15
2021-07-10 15:00:00,8.412,0.99,420.52,0.8762,0.15
2021-07-10 16:00:00,14.699,0.99,430.04,0.9011,0.15
2021-07-10 17:00:00,43.343,0.99,556.3,0.883,0.15
2021-07-10 18:00:00,17.249,0.99,567.55,0.8912,0.15
2021-07-10 19:00:00,11.315,0.99,539.01,0.9123,0.15
2021-07-10 20:00:00,39.264,0.99,636.07,0.9031,0.15
2021-07-10 21:00:00,21.348,0.99,646.7,0.9029,0.15
2021-07-10 22:00:00,7.128,0.99,583.92,0.9196,0.15
2021-07-10 23:00:00,7.657,0.99,559.68,0.8804,0.15
2021-07-11 00:00:00,4.029,0.99,497.12,0.8762,0.15
2021-07-11 01:00:00,16.556,0.99,507.05,0.8802,0.15
2021-07-11 02:00:00,3.233,0.99,462.25,0.8872,0.15
2021-07-11 03:00:00,39.25,0.99,565.99,0.8557,0.15
2021-07-11 04:00:00,11.486,0.99,540.05,0.8879,0.15
2021-07-11 05:00:00,22.125,0.99,570.37,0.8828,0.15
2021-07-11 06:00:00,10.765,0.99,532.5,0.9028,0.15
2021-07-11 07:00:00,16.038,0.99,532.23,0.8963,0.15
2021-07-11 08:00:00,12.286,0.99,512.99,0.882,0.15
2021-07-11 09:00:00,13.854,0.99,501.43,0.8998,0.15
2021-07-11 10:00:00,26.024,0.99,548.78,0.9018,0.15
2021-07-11 11:00:00,32.993,0.99,623.52,0.8795,0.15
2021-07-11 12:00:00,31.915,0.99,673.61,0.8836,0.15
2021-07-11 13:00:00,62.308,0.99,848.26,0.8576,0.15
2021-07-11 14:00:00,8.708,0.99,781.7,0.8746,0.15
2021-07-11 15:00:00,16.956,0.99,748.57,0.8799,0.15
2021-07-11 16:00:00,8.6,0.99,691.08,0.8921,0.15
2021-07-11 17:00:00,25.298,0.99,706.95,0.8768,0.15
2021-07-11 18:00:00,7.369,0.99,646.02,0.8833,0.15
2021-07-11 19:00:00,26.124,0.99,676.42,0.8726,0.15
2021-07-11 20:00:00,15.085,0.99,657.47,0.8936,0.15
2021-07-11 21:00:00,12.85,0.99,617.25,0.8974,0.15
2021-07-11 22:00:00,14.144,0.99,586.54,0.897,0.15
2021-07-11 23:00:00,6.454,0.99,545.37,0.8912,0.15
2021-07-12 00:00:00,56.45,0.99,699.2,0.8679,0.15
2021-07-12 01:00:00,120.217,0.99,1098.58,0.8817,0.15
2021-07-12 02:00:00,64.937,0.99,1232.75,0.8849,0.15
2021-07-12 03:00:00,56.647,0.99,1301.24,0.885,0.15
2021-07-12 04:00:00,51.584,0.99,1340.13,0.8921,0.15
2021-07-12 05:00:00,51.598,0.99,1399.11,0.9124,0.15
2021-07-12 06:00:00,83.291,0.99,1567.19,0.9032,0.15
2021-07-12 07:00:00,134.205,0.99,1912.59,0.8762,0.15
2021-07-12 08:00:00,85.284,0.99,2016.75,0.9012,0.15
2021-07-12 09:00:00,70.075,0.99,2050.95,0.9006,0.15
2021-07-12 10:00:00,100.271,0.99,2196.4,0.8789,0.15
2021-07-12 11:00:00,71.998,0.99,2227.89,0.9037,0.15
2021-07-12 12:00:00,44.9,0.99,2133.93,0.8886,0.15
2021-07-12 13:00:00,60.943,0.99,2130.38,0.8699,0.15
2021-07-12 14:00:00,89.739,0.99,2230.49,0.8978,0.15
2021-07-12 15:00:00,54.18,0.99,2171.2,0.8943,0.15
2021-07-12 16:00:00,51.71,0.99,2114.08,0.8876,0.15
2021-07-12 17:00:00,59.5,0.99,2077.4,0.8904,0.15
2021-07-12 18:00:00,59.581,0.99,2065.47,0.8802,0.15
2021-07-12 19:00:00,70.32,0.99,2097.54,0.9002,0.15
2021-07-12 20:00:00,47.155,0.99,2041.05,0.8903,0.15
2021-07-12 21:00:00,104.677,0.99,2199.74,0.8935,0.15
2021-07-12 22:00:00,157.006,0.99,2573.09,0.8964,0.15
2021-07-12 23:00:00,68.569,0.99,2545.16,0.8737,0.15
2021-07-13 00:00:00,90.595,0.99,2612.14,0.8776,0.15
2021-07-13 01:00:00,113.931,0.99,2753.98,0.8579,0.15
2021-07-13 02:00:00,84.17,0.99,2768.3,0.8995,0.15
2021-07-13 03:00:00,135.138,0.99,2964.88,0.8728,0.15
2021-07-13 04:00:00,73.839,0.99,2910.16,0.893,0.15
2021-07-13 05:00:00,106.706,0.99,2981.59,0.8966,0.15
2021-07-13 06:00:00,77.94,0.99,2922.35,0.9,0.15
2021-07-13 07:00:00,87.309,0.99,2911.91,0.8729,0.15
2021-07-13 08:00:00,41.631,0.99,2729.05,0.89,0.15
2021-07-13 09:00:00,53.398,0.99,2608.56,0.9161,0.15
2021-07-13 10:00:00,95.791,0.99,2681.71,0.9167,0.15
2021-07-13 11:00:00,82.539,0.99,2675.6,0.9058,0.15
2021-07-13 12:00:00,65.62,0.99,2599.99,0.8961,0.15
2021-07-13 13:00:00,94.601,0.99,2677.37,0.8759,0.15
2021-07-13 14:00:00,81.749,0.99,2690.31,0.9018,0.15
2021-07-13 15:00:00,76.537,0.99,2665.23,0.8886,0.15
2021-07-13 16:00:00,72.133,0.99,2633.91,0.8994,0.15
2021-07-13 17:00:00,72.762,0.99,2617.04,0.8815,0.15
2021-07-13 18:00:00,43.302,0.99,2479.56,0.8884,0.15
2021-07-13 19:00:00,72.853,0.99,2474.61,0.8935,0.15
2021-07-13 20:00:00,62.22,0.99,2435.3,0.8947,0.15
2021-07-13 21:00:00,78.522,0.99,2451.31,0.8984,0.15
2021-07-13 22:00:00,74.014,0.99,2453.45,0.8823,0.15
2021-07-13 23:00:00,62.82,0.99,2410.18,0.8709,0.15
2021-07-14 00:00:00,88.229,0.99,2471.69,0.9154,0.15
2021-07-14 01:00:00,66.493,0.99,2437.94,0.9283,0.15
2021-07-14 02:00:00,98.388,0.99,2539.52,0.8977,0.15
2021-07-14 03:00:00,74.064,0.99,2531.31,0.8711,0.15
2021-07-14 04:00:00,110.161,0.99,2659.81,0.8794,0.15
2021-07-14 05:00:00,60.56,0.99,2589.29,0.8986,0.15
2021-07-14 06:00:00,89.352,0.99,2628.17,0.9111,0.15
2021-07-14 07:00:00,74.652,0.99,2609.65,0.8728,0.15
2021-07-14 08:00:00,30.454,0.99,2415.95,0.8891,0.15
2021-07-14 09:00:00,72.622,0.99,2419.39,0.8939,0.15
2021-07-14 10:00:00,123.227,0.99,2605.02,0.904,0.15
2021-07-14 11:00:00,56.08,0.99,2523.86,0.8858,0.15
2021-07-14 12:00:00,64.573,0.99,2473.87,0.8675,0.15
2021-07-14 13:00:00,63.53,0.99,2440.89,0.9003,0.15
2021-07-14 14:00:00,103.222,0.99,2557.04,0.9079,0.15
2021-07-14 15:00:00,66.903,0.99,2517.42,0.8898,0.15
2021-07-14 16:00:00,76.183,0.99,2535.37,0.8971,0.15
2021-07-14 17:00:00,38.305,0.99,2382.13,0.8839,0.15
2021-07-14 18:00:00,99.518,0.99,2504.26,0.8783,0.15
2021-07-14 19:00:00,78.98,0.99,2519.98,0.9064,0.15
2021-07-14 20:00:00,48.324,0.99,2414.2,0.8968,0.15
2021-07-14 21:00:00,37.631,0.99,2275.58,0.8984,0.15
2021-07-14 22:00:00,102.324,0.99,2418.59,0.9135,0.15
2021-07-14 23:00:00,70.936,0.99,2406.62,0.8752,0.15
2021-07-15 00:00:00,0.045,0.9858,2110.14,0.8789,0.15
2021-07-15 01:00:00,0.74,0.987,1854.77,0.8907,0.15
2021-07-15 02:00:00,0.379,0.9877,1634.51,0.8804,0.15
2021-07-15 03:00:00,0.006,0.9853,1436.63,0.8986,0.15
2021-07-15 04:00:00,0.455,0.9864,1271.73,0.885,0.15
2021-07-15 05:00:00,0.365,0.9864,1131.02,0.8729,0.15
2021-07-15 06:00:00,0.547,0.9884,989.68,0.8906,0.15
2021-07-15 07:00:00,0.317,0.9877,866.31,0.8915,0.15
2021-07-15 08:00:00,0.069,0.9865,751.14,0.9019,0.15
2021-07-15 09:00:00,0.323,0.9866,678.54,0.8939,0.15
2021-07-15 10:00:00,0.376,0.988,601.06,0.8961,0.15
2021-07-15 11:00:00,0.488,0.9867,534.72,0.8929,0.15
2021-07-15 12:00:00,0.152,0.985,460.44,0.8837,0.15
2021-07-15 13:00:00,0.173,0.9848,405.87,0.8755,0.15
2021-07-15 14:00:00,0.227,0.9854,362.14,0.8912,0.15
2021-07-15 15:00:00,0.205,0.9847,317.48,0.8812,0.15
2021-07-15 16:00:00,0.174,0.9833,288.69,0.9103,0.15
2021-07-15 17:00:00,0.099,0.9825,272.93,0.9044,0.15
2021-07-15 18:00:00,0.051,0.9817,232.81,0.893,0.15
2021-07-15 19:00:00,0.32,0.9809,197.97,0.8885,0.15
2021-07-15 20:00:00,0.46,0.9815,169.03,0.8821,0.15
2021-07-15 21:00:00,0.217,0.9818,162.47,0.8647,0.15
2021-07-15 22:00:00,0.201,0.9827,152.11,0.8812,0.15
2021-07-15 23:00:00,0.819,0.9855,136.05,0.8885,0.15
2021-07-16 00:00:00,0.355,0.9853,121.44,0.8902,0.15
2021-07-16 01:00:00,0.188,0.9842,101.08,0.8928,0.15
2021-07-16 02:00:00,0.158,0.9836,96.7,0.899,0.15
2021-07-16 03:00:00,0.141,0.9822,82.62,0.8736,0.15
2021-07-16 04:00:00,0.254,0.9816,71.64,0.8732,0.15
2021-07-16 05:00:00,0.254,0.9798,68.93,0.9036,0.15
2021-07-16 06:00:00,0.474,0.9815,61.05,0.8949,0.15
2021-07-16 07:00:00,0.072,0.9787,52.13,0.875,0.15
2021-07-16 08:00:00,0.485,0.9787,47.9,0.8792,0.15
2021-07-16 09:00:00,0.342,0.9785,49.88,0.8791,0.15
2021-07-16 10:00:00,0.126,0.9791,57.57,0.8817,0.15
2021-07-16 11:00:00,0.087,0.9771,55.7,0.8865,0.15
2021-07-16 12:00:00,0.338,0.9762,56.79,0.9166,0.15
2021-07-16 13:00:00,0.217,0.9747,49.25,0.8801,0.15
2021-07-16 14:00:00,0.05,0.9746,37.88,0.8871,0.15
2021-07-16 15:00:00,0.176,0.9707,39.27,0.8483,0.15
2021-07-16 16:00:00,0.366,0.9695,37.39,0.8653,0.15
2021-07-16 17:00:00,0.359,0.972,22.96,0.8933,0.15
2021-07-16 18:00:00,0.251,0.9719,18.58,0.8807,0.15
2021-07-16 19:00:00,0.352,0.9705,17.1,0.8076,0.15
2021-07-16 20:00:00,0.279,0.9699,12.08,0.883,0.15
2021-07-16 21:00:00,0.249,0.9692,23.48,0.9011,0.15
2021-07-16 22:00:00,0.095,0.9685,24.88,0.8417,0.15
2021-07-16 23:00:00,0.378,0.9703,34.39,0.896,0.15
2021-07-17 00:00:00,0.21,0.9697,33.21,0.8311,0.15
2021-07-17 01:00:00,0.441,0.9694,31.64,0.8865,0.15
2021-07-17 02:00:00,0.34,0.9698,21.71,0.8727,0.15
2021-07-17 03:00:00,0.011,0.9672,19.25,0.8352,0.15
2021-07-17 04:00:00,0.177,0.9651,17.75,0.8752,0.15
2021-07-17 05:00:00,0.135,0.962,10.0,0.883,0.15
2021-07-17 06:00:00,0.097,0.9589,10.0,0.8685,0.15
2021-07-17 07:00:00,0.254,0.9573,10.0,0.8703,0.15
2021-07-17 08:00:00,0.085,0.9545,12.45,0.8529,0.15
2021-07-17 09:00:00,0.05,0.9531,14.85,0.8298,0.15
2021-07-17 10:00:00,0.051,0.9501,10.0,0.8655,0.15
2021-07-17 11:00:00,0.059,0.9453,12.79,0.877,0.15
2021-07-17 12:00:00,0.244,0.9435,10.77,0.8661,0.15
2021-07-17 13:00:00,0.818,0.9451,10.0,0.8207,0.15
2021-07-17 14:00:00,0.116,0.943,10.0,0.826,0.15
2021-07-17 15:00:00,0.508,0.9451,19.46,0.8379,0.15
2021-07-17 16:00:00,0.058,0.9428,10.0,0.8246,0.15
