timestamp,rainfall_mm,soil_moisture,river_discharge_m3s,groundwater_index,impervious_fraction
2019-03-13 11:00:00,0.071,0.3407,50.0,0.2898,0.22
2019-03-13 12:00:00,0.059,0.3391,50.01,0.2775,0.22
2019-03-13 13:00:00,0.027,0.3365,50.41,0.2568,0.22
2019-03-13 14:00:00,0.858,0.3375,50.0,0.3025,0.22
2019-03-13 15:00:00,0.224,0.3384,50.0,0.3027,0.22
2019-03-13 16:00:00,0.193,0.3386,54.01,0.3047,0.22
2019-03-13 17:00:00,0.467,0.3318,51.67,0.2512,0.22
2019-03-13 18:00:00,0.094,0.3285,50.0,0.2852,0.22
2019-03-13 19:00:00,0.959,0.329,50.0,0.2932,0.22
2019-03-13 20:00:00,0.646,0.3251,50.83,0.2557,0.22
2019-03-13 21:00:00,0.165,0.3229,50.0,0.2747,0.22
2019-03-13 22:00:00,0.1,0.3228,50.0,0.2721,0.22
2019-03-13 23:00:00,0.266,0.3187,53.4,0.3078,0.22
2019-03-14 00:00:00,0.152,0.317,50.0,0.3079,0.22
2019-03-14 01:00:00,0.038,0.3123,50.0,0.2322,0.22
2019-03-14 02:00:00,0.252,0.309,50.0,0.3125,0.22
2019-03-14 03:00:00,1.126,0.3134,50.0,0.2481,0.22
2019-03-14 04:00:00,0.504,0.3114,50.0,0.2843,0.22
2019-03-14 05:00:00,1.541,0.3155,52.87,0.2876,0.22
2019-03-14 06:00:00,1.023,0.3128,51.17,0.246,0.22
2019-03-14 07:00:00,0.559,0.3158,50.36,0.2783,0.22
2019-03-14 08:00:00,0.925,0.3177,50.0,0.2679,0.22
2019-03-14 09:00:00,0.363,0.3158,50.0,0.2795,0.22
2019-03-14 10:00:00,0.534,0.3161,50.0,0.2733,0.22
2019-03-14 11:00:00,0.19,0.311,50.0,0.2883,0.22
2019-03-14 12:00:00,0.11,0.3108,50.03,0.2657,0.22
2019-03-14 13:00:00,1.072,0.3114,50.41,0.2614,0.22
2019-03-14 14:00:00,0.07,0.3083,50.0,0.284,0.22
2019-03-14 15:00:00,0.094,0.3047,50.0,0.2706,0.22
2019-03-14 16:00:00,0.155,0.3012,50.0,0.2706,0.22
2019-03-14 17:00:00,0.484,0.3015,50.0,0.243,0.22
2019-03-14 18:00:00,0.207,0.2998,50.0,0.2339,0.22
2019-03-14 19:00:00,0.342,0.2995,57.55,0.2432,0.22
2019-03-14 20:00:00,1.08,0.3008,51.94,0.2433,0.22
2019-03-14 21:00:00,0.771,0.3019,51.06,0.2723,0.22
2019-03-14 22:00:00,0.586,0.3004,53.19,0.2749,0.22
2019-03-14 23:00:00,0.085,0.3022,50.0,0.2538,0.22
2019-03-15 00:00:00,5.828,0.3194,66.43,0.3001,0.22
2019-03-15 01:00:00,9.576,0.3572,73.59,0.331,0.22
2019-03-15 02:00:00,3.429,0.3707,74.47,0.3199,0.22
2019-03-15 03:00:00,8.734,0.4009,77.62,0.3243,0.22
2019-03-15 04:00:00,10.086,0.4427,84.78,0.4078,0.22
2019-03-15 05:00:00,2.086,0.45,82.37,0.3813,0.22
2019-03-15 06:00:00,6.189,0.4737,89.29,0.4052,0.22
2019-03-15 07:00:00,12.768,0.5219,102.9,0.4368,0.22
2019-03-15 08:00:00,4.841,0.5378,108.22,0.4393,0.22
2019-03-15 09:00:00,15.232,0.5953,121.94,0.4766,0.22
2019-03-15 10:00:00,15.071,0.6534,133.13,0.568,0.22
2019-03-15 11:00:00,13.333,0.7065,156.0,0.5849,0.22
2019-03-15 12:00:00,16.773,0.771,170.65,0.7165,0.22
2019-03-15 13:00:00,4.037,0.7823,159.46,0.6432,0.22
2019-03-15 14:00:00,19.46,0.8588,172.42,0.7048,0.22
2019-03-15 15:00:00,5.339,0.879,161.92,0.7573,0.22
2019-03-15 16:00:00,14.043,0.9334,174.71,0.824,0.22
2019-03-15 17:00:00,27.581,0.99,200.28,0.8428,0.22
2019-03-15 18:00:00,9.117,0.99,198.57,0.8529,0.22
2019-03-15 19:00:00,10.863,0.99,198.67,0.8046,0.22
2019-03-15 20:00:00,5.807,0.99,195.14,0.8279,0.22
2019-03-15 21:00:00,27.236,0.99,216.15,0.82,0.22
2019-03-15 22:00:00,6.518,0.99,203.26,0.8036,0.22
2019-03-15 23:00:00,15.645,0.99,211.59,0.8438,0.22
2019-03-16 00:00:00,21.478,0.99,229.88,0.7966,0.22
2019-03-16 01:00:00,16.531,0.99,237.95,0.8151,0.22
2019-03-16 02:00:00,13.428,0.99,235.01,0.8308,0.22
2019-03-16 03:00:00,11.458,0.99,236.78,0.8249,0.22
2019-03-16 04:00:00,4.607,0.99,221.03,0.8494,0.22
2019-03-16 05:00:00,26.43,0.99,240.39,0.8476,0.22
2019-03-16 06:00:00,13.216,0.99,236.26,0.8594,0.22
2019-03-16 07:00:00,12.0,0.99,241.86,0.8565,0.22
2019-03-16 08:00:00,5.29,0.99,233.62,0.8643,0.22
2019-03-16 09:00:00,12.768,0.99,237.11,0.8415,0.22
2019-03-16 10:00:00,10.42,0.99,240.0,0.8476,0.22
2019-03-16 11:00:00,28.636,0.99,277.82,0.8517,0.22
2019-03-16 12:00:00,10.924,0.99,263.43,0.8443,0.22
2019-03-16 13:00:00,11.292,0.99,255.61,0.8336,0.22
2019-03-16 14:00:00,6.262,0.99,241.47,0.8349,0.22
2019-03-16 15:00:00,6.561,0.99,227.74,0.8251,0.22
2019-03-16 16:00:00,14.462,0.99,225.83,0.8499,0.22
2019-03-16 17:00:00,3.406,0.99,211.37,0.8396,0.22
2019-03-16 18:00:00,19.073,0.99,216.99,0.8282,0.22
2019-03-16 19:00:00,19.012,0.99,229.82,0.8283,0.22
2019-03-16 20:00:00,6.266,0.99,221.09,0.8173,0.22
2019-03-16 21:00:00,13.455,0.99,225.99,0.8611,0.22
2019-03-16 22:00:00,22.429,0.99,244.1,0.8431,0.22
2019-03-16 23:00:00,10.005,0.99,242.59,0.8242,0.22
2019-03-17 00:00:00,9.098,0.99,234.96,0.8577,0.22
2019-03-17 01:00:00,9.577,0.99,241.14,0.8303,0.22
2019-03-17 02:00:00,12.557,0.99,241.85,0.8134,0.22
2019-03-17 03:00:00,8.134,0.99,225.4,0.8619,0.22
2019-03-17 04:00:00,8.529,0.99,215.15,0.8308,0.22
2019-03-17 05:00:00,13.222,0.99,209.06,0.8333,0.22
2019-03-17 06:00:00,7.973,0.99,204.39,0.8423,0.22
2019-03-17 07:00:00,4.827,0.99,194.67,0.8644,0.22
2019-03-17 08:00:00,3.113,0.99,181.42,0.8419,0.22
2019-03-17 09:00:00,11.579,0.99,194.33,0.8175,0.22
2019-03-17 10:00:00,21.201,0.99,213.33,0.8524,0.22
2019-03-17 11:00:00,14.061,0.99,220.99,0.8318,0.22
2019-03-17 12:00:00,5.375,0.99,206.71,0.8793,0.22
2019-03-17 13:00:00,7.012,0.99,195.7,0.8415,0.22
2019-03-17 14:00:00,9.802,0.99,194.93,0.7968,0.22
2019-03-17 15:00:00,29.144,0.99,223.92,0.8486,0.22
2019-03-17 16:00:00,28.908,0.99,240.08,0.8804,0.22
2019-03-17 17:00:00,26.757,0.99,260.11,0.873,0.22
2019-03-17 18:00:00,12.248,0.99,257.74,0.8781,0.22
2019-03-17 19:00:00,48.242,0.99,308.41,0.8211,0.22
2019-03-17 20:00:00,7.902,0.99,291.52,0.8597,0.22
2019-03-17 21:00:00,8.996,0.99,279.0,0.8271,0.22
2019-03-17 22:00:00,17.841,0.99,282.55,0.846,0.22
2019-03-17 23:00:00,13.116,0.99,280.08,0.816,0.22
2019-03-18 00:00:00,13.306,0.99,280.66,0.8286,0.22
2019-03-18 01:00:00,5.51,0.99,271.87,0.828,0.22
2019-03-18 02:00:00,10.427,0.99,264.29,0.8595,0.22
2019-03-18 03:00:00,8.486,0.99,253.59,0.8575,0.22
2019-03-18 04:00:00,4.284,0.99,241.92,0.847,0.22
2019-03-18 05:00:00,7.413,0.99,236.74,0.8145,0.22
2019-03-18 06:00:00,12.816,0.99,234.85,0.8353,0.22
2019-03-18 07:00:00,17.165,0.99,245.77,0.8266,0.22
2019-03-18 08:00:00,3.011,0.99,235.52,0.8589,0.22
2019-03-18 09:00:00,10.685,0.99,239.16,0.8651,0.22
2019-03-18 10:00:00,10.009,0.99,243.94,0.8626,0.22
2019-03-18 11:00:00,12.428,0.99,238.73,0.8264,0.22
2019-03-18 12:00:00,5.006,0.99,227.21,0.7867,0.22
2019-03-18 13:00:00,6.034,0.99,218.14,0.8062,0.22
2019-03-18 14:00:00,21.093,0.99,231.84,0.8699,0.22
2019-03-18 15:00:00,6.44,0.99,219.71,0.8335,0.22
2019-03-18 16:00:00,8.724,0.99,207.79,0.8265,0.22
2019-03-18 17:00:00,10.192,0.99,206.92,0.8744,0.22
2019-03-18 18:00:00,6.977,0.99,196.99,0.8668,0.22
2019-03-18 19:00:00,14.978,0.99,204.13,0.842,0.22
2019-03-18 20:00:00,13.802,0.99,204.53,0.8356,0.22
2019-03-18 21:00:00,10.597,0.99,198.56,0.8389,0.22
2019-03-18 22:00:00,7.276,0.99,194.76,0.846,0.22
2019-03-18 23:00:00,9.427,0.99,194.08,0.8735,0.22
2019-03-19 00:00:00,11.256,0.99,198.33,0.8499,0.22
2019-03-19 01:00:00,6.993,0.99,203.89,0.856,0.22
2019-03-19 02:00:00,15.048,0.99,211.53,0.8649,0.22
2019-03-19 03:00:00,18.937,0.99,225.44,0.8181,0.22
2019-03-19 04:00:00,23.709,0.99,237.58,0.8566,0.22
2019-03-19 05:00:00,22.858,0.99,246.43,0.8356,0.22
2019-03-19 06:00:00,9.245,0.99,248.49,0.7912,0.22
2019-03-19 07:00:00,12.164,0.99,242.24,0.7989,0.22
2019-03-19 08:00:00,9.635,0.99,232.1,0.8211,0.22
2019-03-19 09:00:00,10.348,0.99,228.86,0.8521,0.22
2019-03-19 10:00:00,9.87,0.99,224.9,0.8438,0.22
2019-03-19 11:00:00,10.925,0.99,218.79,0.8452,0.22
2019-03-19 12:00:00,20.352,0.99,230.29,0.8805,0.22
2019-03-19 13:00:00,13.175,0.99,237.77,0.8161,0.22
2019-03-19 14:00:00,5.79,0.99,223.41,0.841,0.22
2019-03-19 15:00:00,18.226,0.99,225.9,0.8476,0.22
2019-03-19 16:00:00,12.826,0.99,231.78,0.8268,0.22
2019-03-19 17:00:00,15.689,0.99,239.24,0.8421,0.22
2019-03-19 18:00:00,12.87,0.99,236.3,0.8095,0.22
2019-03-19 19:00:00,15.166,0.99,232.23,0.8697,0.22
2019-03-19 20:00:00,13.398,0.99,230.03,0.8279,0.22
2019-03-19 21:00:00,2.924,0.99,215.74,0.8821,0.22
2019-03-19 22:00:00,15.028,0.99,226.85,0.8409,0.22
2019-03-19 23:00:00,6.981,0.99,213.99,0.8621,0.22
2019-03-20 00:00:00,0.303,0.99,196.9,0.8404,0.22
2019-03-20 01:00:00,0.98,0.9886,186.0,0.8397,0.22
2019-03-20 02:00:00,1.237,0.99,161.07,0.8298,0.22
2019-03-20 03:00:00,0.412,0.9867,153.97,0.8411,0.22
2019-03-20 04:00:00,1.053,0.9894,137.32,0.8474,0.22
2019-03-20 05:00:00,0.505,0.9851,128.75,0.8216,0.22
2019-03-20 06:00:00,0.251,0.9812,120.06,0.8315,0.22
2019-03-20 07:00:00,0.122,0.9817,116.06,0.8223,0.22
2019-03-20 08:00:00,0.688,0.981,110.56,0.8798,0.22
2019-03-20 09:00:00,1.07,0.9839,91.44,0.8346,0.22
2019-03-20 10:00:00,1.335,0.9868,82.2,0.8696,0.22
2019-03-20 11:00:00,0.151,0.9842,76.54,0.8326,0.22
2019-03-20 12:00:00,0.513,0.9859,70.21,0.8432,0.22
2019-03-20 13:00:00,0.257,0.9835,67.37,0.8095,0.22
2019-03-20 14:00:00,0.856,0.9803,67.21,0.8244,0.22
2019-03-20 15:00:00,0.11,0.9762,65.04,0.834,0.22
2019-03-20 16:00:00,0.029,0.9744,58.81,0.86,0.22
2019-03-20 17:00:00,0.18,0.9729,50.0,0.8314,0.22
2019-03-20 18:00:00,0.035,0.9669,50.0,0.8496,0.22
2019-03-20 19:00:00,0.236,0.9634,50.0,0.8317,0.22
2019-03-20 20:00:00,0.244,0.9602,50.0,0.8487,0.22
2019-03-20 21:00:00,0.057,0.9567,50.0,0.812,0.22
2019-03-20 22:00:00,1.544,0.9571,52.86,0.8614,0.22
2019-03-20 23:00:00,0.151,0.9535,50.0,0.8008,0.22
2019-03-21 00:00:00,0.598,0.9514,50.0,0.7934,0.22
2019-03-21 01:00:00,0.1,0.9504,50.0,0.7836,0.22
2019-03-21 02:00:00,0.254,0.95,55.81,0.8541,0.22
2019-03-21 03:00:00,0.045,0.9469,50.0,0.8213,0.22
2019-03-21 04:00:00,0.059,0.9433,50.0,0.7952,0.22
2019-03-21 05:00:00,0.006,0.9407,52.18,0.8245,0.22
2019-03-21 06:00:00,0.808,0.9392,50.0,0.8121,0.22
2019-03-21 07:00:00,0.178,0.9347,51.79,0.8338,0.22
2019-03-21 08:00:00,0.346,0.9312,50.0,0.7605,0.22
2019-03-21 09:00:00,0.434,0.9286,50.0,0.784,0.22
2019-03-21 10:00:00,0.09,0.9237,50.0,0.7759,0.22
2019-03-21 11:00:00,1.467,0.9269,51.69,0.7484,0.22
2019-03-21 12:00:00,0.273,0.9264,59.35,0.8087,0.22
2019-03-21 13:00:00,0.038,0.9204,59.51,0.7769,0.22
2019-03-21 14:00:00,0.054,0.9177,50.0,0.7948,0.22
2019-03-21 15:00:00,0.248,0.9152,50.0,0.8251,0.22
2019-03-21 16:00:00,0.063,0.9131,51.8,0.7691,0.22
2019-03-21 17:00:00,0.163,0.9108,53.92,0.7657,0.22
2019-03-21 18:00:00,0.372,0.9064,50.0,0.7728,0.22
2019-03-21 19:00:00,0.021,0.9009,51.86,0.7855,0.22
2019-03-21 20:00:00,0.179,0.8987,52.62,0.7526,0.22
2019-03-21 21:00:00,0.785,0.9009,62.45,0.7531,0.22
2019-03-21 22:00:00,0.037,0.8936,53.76,0.7807,0.22
2019-03-21 23:00:00,0.485,0.8932,50.0,0.7668,0.22
2019-03-22 00:00:00,0.025,0.8927,50.0,0.7179,0.22
2019-03-22 01:00:00,1.339,0.8948,50.0,0.736,0.22
2019-03-22 02:00:00,0.127,0.8934,50.0,0.7894,0.22
2019-03-22 03:00:00,0.123,0.8895,50.0,0.7641,0.22
2019-03-22 04:00:00,0.545,0.8884,50.0,0.7399,0.22
2019-03-22 05:00:00,1.13,0.8867,50.0,0.7503,0.22
2019-03-22 06:00:00,1.594,0.8854,50.0,0.7528,0.22
2019-03-22 07:00:00,0.691,0.887,56.71,0.7687,0.22
2019-03-22 08:00:00,0.864,0.8855,53.54,0.7255,0.22
2019-03-22 09:00:00,0.548,0.8838,56.53,0.7344,0.22
2019-03-22 10:00:00,0.096,0.8784,53.46,0.7521,0.22
2019-03-22 11:00:00,0.583,0.8749,54.19,0.7417,0.22
2019-03-22 12:00:00,0.083,0.8719,51.38,0.7525,0.22
2019-03-22 13:00:00,0.495,0.8694,54.85,0.7144,0.22
2019-03-22 14:00:00,0.384,0.8687,51.32,0.7455,0.22
2019-03-22 15:00:00,0.179,0.8673,50.0,0.7591,0.22
2019-03-22 16:00:00,0.355,0.8664,50.0,0.7462,0.22
2019-03-22 17:00:00,0.451,0.8657,50.0,0.7386,0.22
2019-03-22 18:00:00,0.116,0.8663,50.0,0.7344,0.22
2019-03-22 19:00:00,0.209,0.862,57.49,0.716,0.22
2019-03-22 20:00:00,0.211,0.8597,51.85,0.7293,0.22
2019-03-22 21:00:00,0.056,0.8592,50.0,0.7555,0.22
2019-03-22 22:00:00,0.145,0.8593,52.51,0.728,0.22
2019-03-22 23:00:00,0.513,0.8555,54.78,0.7094,0.22
2019-03-23 00:00:00,0.598,0.8543,51.35,0.7163,0.22
2019-03-23 01:00:00,0.287,0.8552,50.0,0.7309,0.22
2019-03-23 02:00:00,0.3,0.8544,50.0,0.7187,0.22
2019-03-23 03:00:00,0.199,0.8526,50.0,0.7344,0.22
2019-03-23 04:00:00,0.583,0.8515,54.22,0.7342,0.22
2019-03-23 05:00:00,0.203,0.8485,51.04,0.739,0.22
2019-03-23 06:00:00,0.479,0.848,52.67,0.7493,0.22
2019-03-23 07:00:00,0.32,0.8458,50.0,0.7388,0.22
2019-03-23 08:00:00,0.3,0.8439,50.0,0.6986,0.22
2019-03-23 09:00:00,1.437,0.8468,50.0,0.7017,0.22
2019-03-23 10:00:00,1.072,0.8467,50.0,0.7182,0.22
2019-03-23 11:00:00,0.477,0.8467,50.0,0.7107,0.22
2019-03-23 12:00:00,0.596,0.8519,50.0,0.7014,0.22
2019-03-23 13:00:00,0.074,0.8457,59.95,0.71,0.22
2019-03-23 14:00:00,0.232,0.8442,59.67,0.7081,0.22
2019-03-23 15:00:00,0.651,0.8423,61.12,0.7025,0.22
2019-03-23 16:00:00,0.512,0.8425,61.22,0.7098,0.22
2019-03-23 17:00:00,0.118,0.8401,63.9,0.7376,0.22
2019-03-23 18:00:00,1.553,0.8448,60.16,0.7221,0.22
2019-03-23 19:00:00,0.019,0.8442,50.0,0.767,0.22
2019-03-23 20:00:00,0.557,0.8439,50.0,0.7207,0.22
2019-03-23 21:00:00,0.048,0.8433,50.13,0.711,0.22
2019-03-23 22:00:00,1.229,0.8405,50.0,0.7145,0.22
2019-03-23 23:00:00,0.043,0.8409,50.0,0.7199,0.22
2019-03-24 00:00:00,0.776,0.8417,50.0,0.7242,0.22
2019-03-24 01:00:00,0.091,0.8413,53.65,0.7566,0.22
2019-03-24 02:00:00,2.27,0.8449,56.51,0.7013,0.22
2019-03-24 03:00:00,0.289,0.8414,55.68,0.7324,0.22
2019-03-24 04:00:00,0.587,0.841,55.21,0.719,0.22
2019-03-24 05:00:00,0.49,0.84,51.34,0.6825,0.22
2019-03-24 06:00:00,0.335,0.8389,50.0,0.7285,0.22
2019-03-24 07:00:00,0.721,0.8409,50.0,0.7401,0.22
2019-03-24 08:00:00,0.37,0.8359,50.0,0.6933,0.22
2019-03-24 09:00:00,1.37,0.8403,50.0,0.7141,0.22
2019-03-24 10:00:00,0.031,0.8374,50.0,0.6773,0.22
2019-03-24 11:00:00,2.679,0.8448,56.07,0.6929,0.22
2019-03-24 12:00:00,0.414,0.8405,60.06,0.7354,0.22
2019-03-24 13:00:00,0.147,0.8391,63.32,0.7039,0.22
2019-03-24 14:00:00,0.293,0.8324,53.71,0.6854,0.22
2019-03-24 15:00:00,0.622,0.8332,50.0,0.7128,0.22
2019-03-24 16:00:00,0.498,0.8292,50.0,0.6944,0.22
2019-03-24 17:00:00,1.044,0.8305,60.23,0.6965,0.22
2019-03-24 18:00:00,1.138,0.8318,64.51,0.7218,0.22
2019-03-24 19:00:00,0.473,0.833,65.66,0.6848,0.22
2019-03-24 20:00:00,0.787,0.8328,59.65,0.6898,0.22
2019-03-24 21:00:00,0.336,0.8298,50.96,0.7084,0.22
2019-03-24 22:00:00,0.058,0.826,50.92,0.7215,0.22
2019-03-24 23:00:00,0.272,0.8266,50.0,0.7274,0.22
2019-03-25 00:00:00,0.147,0.8253,50.0,0.6882,0.22
2019-03-25 01:00:00,0.986,0.8255,50.0,0.7204,0.22
2019-03-25 02:00:00,0.114,0.8224,54.14,0.6834,0.22
2019-03-25 03:00:00,0.637,0.8189,50.0,0.7325,0.22
2019-03-25 04:00:00,1.136,0.8212,50.0,0.6753,0.22
2019-03-25 05:00:00,0.067,0.8149,50.0,0.7193,0.22
2019-03-25 06:00:00,0.475,0.8153,50.0,0.6799,0.22
2019-03-25 07:00:00,1.304,0.8178,50.0,0.7354,0.22
2019-03-25 08:00:00,0.258,0.8206,50.0,0.7093,0.22
2019-03-25 09:00:00,0.246,0.8164,50.0,0.6736,0.22
2019-03-25 10:00:00,0.332,0.8145,50.45,0.6819,0.22
2019-03-25 11:00:00,0.103,0.8155,50.0,0.7088,0.22
2019-03-25 12:00:00,0.09,0.8153,50.0,0.714,0.22
2019-03-25 13:00:00,1.554,0.8171,51.75,0.6931,0.22
2019-03-25 14:00:00,1.2,0.8193,50.0,0.6973,0.22
2019-03-25 15:00:00,0.294,0.8175,50.0,0.7101,0.22
2019-03-25 16:00:00,0.162,0.8157,50.0,0.696,0.22
2019-03-25 17:00:00,0.672,0.814,52.62,0.666,0.22
2019-03-25 18:00:00,2.174,0.8195,51.45,0.6803,0.22
2019-03-25 19:00:00,1.084,0.8177,50.0,0.6997,0.22
2019-03-25 20:00:00,0.243,0.8159,50.0,0.7178,0.22
2019-03-25 21:00:00,0.331,0.8151,50.0,0.7252,0.22
2019-03-25 22:00:00,0.548,0.8139,50.0,0.7074,0.22
2019-03-25 23:00:00,0.375,0.8091,50.0,0.6935,0.22
2019-03-26 00:00:00,0.162,0.8088,50.0,0.7024,0.22
2019-03-26 01:00:00,0.161,0.8071,50.0,0.6727,0.22
2019-03-26 02:00:00,0.542,0.8049,50.0,0.6811,0.22
2019-03-26 03:00:00,1.747,0.8083,50.0,0.6706,0.22
2019-03-26 04:00:00,0.096,0.8027,50.0,0.6573,0.22
2019-03-26 05:00:00,0.595,0.8,50.0,0.6867,0.22
2019-03-26 06:00:00,1.312,0.8012,52.87,0.6847,0.22
2019-03-26 07:00:00,0.006,0.8007,50.06,0.6943,0.22
2019-03-26 08:00:00,0.274,0.7975,50.0,0.6888,0.22
2019-03-26 09:00:00,0.674,0.7984,50.0,0.6835,0.22
2019-03-26 10:00:00,1.137,0.7989,50.0,0.6902,0.22
2019-03-26 11:00:00,1.409,0.802,50.0,0.6809,0.22
2019-03-26 12:00:00,0.167,0.7994,50.0,0.6878,0.22
2019-03-26 13:00:00,0.035,0.7983,50.0,0.664,0.22
2019-03-26 14:00:00,0.171,0.7949,50.0,0.6831,0.22
2019-03-26 15:00:00,0.404,0.7904,50.0,0.6852,0.22
2019-03-26 16:00:00,0.132,0.7852,54.08,0.654,0.22
2019-03-26 17:00:00,0.215,0.782,50.0,0.6657,0.22
